Plant ID,Longitude,Latitude,Province,Annual_HDD,Treatment_process,Average_flow__MGD_,Sludgeield__tone__file2,CODinf,CODeff,BODinf,COD removal,TN removal,COD/BOD,COD/TN,BODeff,SSinf,SSeff,NH3_Ninf,NH3_Neff,TNinf,TNeff,TPinf,TPeff,Flow based EUI (kWh/m^3),COD removal based EUI (kWh/kg COD removed),Current electricity consumption (kWh/a),Current heat consumption (kWh/a),Current electricity recovery potential (kWh/a),Current heat recovery potential (kWh/a),Current effective heat recovery potential (kWh/a),Recoverable energy density (kWh/m3),Current recovered heat waste,Efficiency score,Efficiency_Group,Optimal EUI (kWh/kg COD removed),Optimal EUI (kWh/m3),Energy gap,Selected_Process,Electricity recovery after selection (kWh/a),Heat recovery after selection (kWh/a),Electricity consumption after upgrade,Heat consumption after upgrade,Effective heat recovery after selection (kWh/a),Recoverable energy density after selection (kWh/m3),EUI (kWh/m3),EUI (kWH/kg COD removed),New efficiency score,Optimal EUI after selection (kWh/kg COD removed),Optimal EUI after selection (kWh/m3),Energy gap after selection
1111,119.97317,30.55537,Zhejiang,6397.13,A2O,1.2410808,395.05,174.02,14.95,79.82,0.914090334,0.729684446,2.18015535,4.859536442,3.73,118.45,6.4,30.81,0.69,35.81,9.68,3.45,0.32,0.51,3.206135664,876000,8040,59500,68000,8040,0.039387199,0.118,0.353468691,Inefficient,1.133268576,0.184957707,0.787047537,HRAS,107128.78,122432.9,586980.2986,15776.43195,15776.43195,0.071674446,0.351508727,2.209773855,0.420883738,0.930057881,0.147944307,0.515530897
1112,120.10516,30.67979,Zhejiang,6397.13,A2O,2.8781172,4097,288.97,18.83,41.63,0.934837526,0.83424098,6.941388422,4.917801225,3.9,39.33,3.37,40.54,0.51,58.76,9.74,5.84,0.1,0.5,1.85089213,2000000,83400,68500,78200,78200,0.036890602,1,0.416550981,Inefficient,0.770990932,0.229248062,0.839079984,CEPT,113000,130000,1135854.323,113960.4407,113960.4407,0.057073669,0.314290516,1.163435686,0.655957627,0.763164511,0.206161261,0.723160071
1113,120.42181,30.706989,Zhejiang,6231.8,A2O,6.06712,3208.23,142.36,11.69,52.13,0.917884237,0.627974045,2.730865145,10.26387888,3.76,78.79,4.92,9.7,0.27,13.87,5.16,1.24,0.1,0.21,1.60710186,1770000,63600,185000,211000,63600,0.029656005,0.301,1,Efficient,1.60710186,0.217586975,0.863705056,Current,185000,211000,1770000,63600,63600,0.029656005,0.21873391,1.673941301,0.733672934,1.228125426,0.160479149,0.815203379
1114,120.184305,30.713898,Zhejiang,6397.13,SBR,5.827114,5358.54,216.07,17.16,79.35,0.920581293,0.670735961,2.72299937,7.53644925,1.79,186.43,4.28,21.57,1.3,28.67,9.44,3.05,0.3,0.27,1.357397818,2200000,109000,285000,326000,109000,0.04893694,0.335,0.869247998,Inefficient,1.179915336,0.248235351,0.802860715,Current,285000,326000,2200000,109000,109000,0.04893694,0.28679034,1.441809562,0.623152453,0.898467166,0.178714104,0.726171921
1115,120.11119,30.84968,Zhejiang,6284.02,A2O,4.3042524,2736.5,218.99,15.96,142.07,0.92711996,0.680569027,1.541423242,7.080181054,1.54,115.85,4.77,28.05,0.37,30.93,9.88,3.02,0.2,0.29,1.428360341,1740000,54700,381000,436000,54700,0.07326287,0.126,0.825969358,Inefficient,1.179781874,0.248728908,0.705450923,Current,381000,436000,1740000,54700,54700,0.07326287,0.301778457,1.486373721,0.606372592,0.901296285,0.182990185,0.599634972
1116,120.2741006,30.8556629,Zhejiang,6284.02,OD,15.1365232,14834.8,333.82,28.96,89.85,0.91324666,0.812659149,3.715303283,12.14332485,1.46,156.16,5.06,18.39,0.7,27.49,5.15,3.16,0.07,0.39,1.279275733,8220000,297000,844000,964000,297000,0.054557394,0.308,0.308802142,Inefficient,0.395043087,0.134634015,0.594772587,Current,844000,964000,8220000,297000,297000,0.054557394,0.407243927,1.335839163,0.433173591,0.578650247,0.176407314,0.690730547
1117,120.13806,30.88206,Zhejiang,6284.02,A2O,8.0636948,8068.1,316.55,33.86,94.92,0.893034276,0.738267148,3.334913611,9.523164862,1.85,143.6,6.01,20.65,0.73,33.24,8.7,3.17,0.07,0.37,1.308854222,4150000,161000,473000,541000,161000,0.056904849,0.298,0.381674994,Inefficient,0.499556927,0.155670348,0.634452869,Current,473000,541000,4150000,161000,161000,0.056904849,0.386935023,1.368760915,0.463482348,0.634396522,0.179337553,0.682694181
1118,120.104671,30.962207,Zhejiang,6284.02,CAS,0.8884928,433.6,376.63,30.4,134.81,0.919284178,0.769806721,2.793783844,6.558070695,5.94,268.51,7.56,39.57,4.23,57.43,13.22,5.68,0.34,0.55,1.58853941,677000,8670,72200,82500,8670,0.065876062,0.105,0.266009497,Inefficient,0.422566569,0.153367737,0.570469881,CEPT,113000,129000,385820.5283,56972.24525,56972.24525,0.138458046,0.36069549,1.041780002,0.653400717,0.6806998,0.235678692,0.412513515
1119,118.36175,29.00741,Zhejiang,6420.65,AO,0.7358736,800.14,148.75,11.96,59.4,0.919596639,0.761433149,2.504208754,4.332944946,6.41,54.57,5.74,29.82,0.35,34.33,8.19,3.16,0.05,0.66,4.824914102,674000,16300,24600,28100,16300,0.04022668,0.582,0.129980958,Inefficient,0.627146957,0.101819092,0.604920071,HRAS,53869.13,61564.72,401137.2267,7961.274817,7961.274817,0.060812515,0.402363675,2.941469957,0.256083547,0.753262061,0.103038717,0.40980908
1120,120.8294152,30.8963798,Zhejiang,6294.7,A2O,7.4363488,11734.79,382.37,22.95,213.42,0.939979601,0.80987395,1.791631525,5.737845138,4,464.58,6.06,48.53,1.21,66.64,12.67,5.67,0.46,0.39,1.08508152,4050000,235000,982000,1120000,235000,0.118447235,0.209,0.425875024,Inefficient,0.462109118,0.188963158,0.373172864,CEPT,1500000,1720000,2439388.876,638773.1259,638773.1259,0.208160857,0.299588971,0.833534503,0.638764762,0.532432468,0.191366878,-0.087758025
1121,120.82255,30.89935,Zhejiang,6294.7,A2O,7.1403776,2031.55,107.26,18.22,62.94,0.830132389,0.489855072,1.704162695,4.441407867,7.33,79.48,8.12,19.46,1.6,24.15,12.32,1.9,0.63,0.11,1.23539982,1090000,40700,250000,286000,40700,0.029465781,0.142,1,Efficient,1.23539982,0.114125412,0.741812273,CEPT,425000,486000,900382.9037,309374.445,309374.445,0.074437277,0.122622789,1.377165198,1.193648816,1.643851607,0.146368547,0.491439395
1122,120.53532,30.6401,Zhejiang,6231.8,A2O,7.6035928,11354.52,327.92,15.91,135.59,0.951482069,0.802371542,2.418467439,8.640843215,1.7,242.91,4.66,30.8,0.17,37.95,7.5,4.37,0.08,0.33,1.057658408,3510000,225000,642000,734000,225000,0.082526675,0.307,0.46524272,Inefficient,0.492067875,0.174947055,0.528276283,Current,642000,734000,3510000,225000,225000,0.082526675,0.355521489,1.13945543,0.557394407,0.635126084,0.198165689,0.583547106
1123,120.854378,30.748289,Zhejiang,6231.8,A2O,7.5272832,4123.54,124.68,12,53.24,0.903753609,0.633187773,2.341848234,4.537117904,2.34,86.7,1.63,23.17,0.32,27.48,10.08,2.94,0.2,0.52,4.614838481,5420000,81700,242000,276000,81700,0.031124225,0.296,0.212076123,Inefficient,0.978697053,0.118135158,0.736537154,HRAS,456461.17,521669.91,3590898.777,65467.62554,65467.62554,0.050184211,0.351564937,3.120029612,0.204547925,0.638195582,0.071911878,0.302142949
1125,120.733257,30.89571,Jiangsu,6294.7,A2O,3.44624,266.64,152.64,24.95,33.4,0.836543501,0.551193226,4.57005988,11.75057737,2.34,27.83,5.7,8.25,0.69,12.99,5.83,0.45,0.11,0.28,2.192810713,1330000,5340,67500,77100,5340,0.015297432,0.0692,0.660379392,Inefficient,1.448087005,0.186027705,0.917767993,Current,67500,77100,1330000,5340,5340,0.015297432,0.280440311,2.196258994,0.448594795,0.985230354,0.125804064,0.878402723
1126,119.50422,29.54125,Zhejiang,6545.47,CAS,1.2584568,1888.7,167.4,22.72,86.7,0.86427718,0.189068408,1.930795848,5.75455483,6.29,114.73,7.35,26.67,2.38,29.09,23.59,2.13,0.36,0.79,5.460326237,1380000,39300,63800,72900,39300,0.059294506,0.539,0.05183516,Inefficient,0.283036884,0.063551853,0.066990132,HRAS,104194.48,119079.41,765470.2936,15699.81234,15699.81234,0.06895318,0.449263777,3.105223783,0.189886529,0.589640166,0.085309139,0.191725761
1127,119.22209,29.35897,Zhejiang,6545.47,A2O,1.0734024,30,34.28,8.74,13.19,0.74504084,0.600409836,2.59893859,3.512295082,0.93,24.26,2.78,3.89,0.15,9.76,3.9,0.74,0.14,0.22,8.613938919,326000,625,8300,9480,625,0.006017828,0.0659,0.098289446,Inefficient,0.846659284,0.022045095,0.727021907,CEPT,13400,15300,215613.0565,41539.82411,15300,0.019351447,0.173389555,6.788941074,0.016178479,0.109834741,0.002805179,-5.898470518
1128,118.60943,28.67602,Zhejiang,6761.89,OD,4.612966,1434.7,106.9,11.72,33.22,0.890364827,0.436450839,3.217940999,12.8177458,2.63,48.25,7.01,5.44,0.41,8.34,4.7,0.69,0.06,0.13,1.365833158,834000,30900,89000,102000,30900,0.018811916,0.304,1,Efficient,1.365833158,0.134848108,0.860495515,Current,89000,102000,834000,30900,30900,0.018811916,0.135699968,1.425719348,1.227914406,1.750661326,0.166627945,0.887102275
1129,119.39181,29.11759,Zhejiang,6382.54,SBR,8.0941028,2817.09,201.94,35.12,43.6,0.826086957,0.583671628,4.631651376,9.108705458,1.68,143.59,6.83,9.05,0.73,22.17,9.23,1.61,0.13,0.26,1.558566119,2920000,57200,214000,244000,57200,0.024250186,0.234,0.752954113,Inefficient,1.17352877,0.200882784,0.879281911,Current,214000,244000,2920000,57200,57200,0.024250186,0.266215535,1.59582505,0.559612414,0.893043509,0.148977518,0.837222515
1130,119.75401,29.19593,Zhejiang,6404.73,CAS,1.188808,1.16,94.33,11.31,58.79,0.88010177,0.475775194,1.604524579,9.140503876,9.66,30.3,3.84,6.31,1.16,10.32,5.41,1.51,0.35,0.23,2.770416767,378000,23.6,36800,42100,23.6,0.022418607,0.000562,1,Efficient,2.770416767,0.230014368,0.902533884,Current,36800,42100,378000,23.6,23.6,0.022418607,0.230144868,2.772161745,0.44177243,1.22466463,0.101671658,0.779499935
1131,119.54308,29.1185,Zhejiang,6382.54,A2O,11.3771532,15852.58,527.85,32.88,166.87,0.937709577,0.669646049,3.163240846,18.87200572,3.77,412.36,6.51,23.36,0.29,27.97,9.24,11.08,0.06,0.44,0.888942764,6980000,322000,1170000,1340000,322000,0.09491379,0.241,0.139032607,Inefficient,0.12359203,0.081658422,-0.162327015,Current,1170000,1340000,6980000,322000,322000,0.09491379,0.46451776,0.938476594,0.434105889,0.407398216,0.201649895,0.529313961
1132,119.60641,29.07559,Zhejiang,6382.54,A2O,58.3428884,42119,171.08,16.26,80.37,0.904956745,0.644359465,2.128654971,6.542256214,8.55,179.4,9.59,18.89,1.55,26.15,9.3,2.82,0.55,0.2,1.291822762,16300000,855000,2640000,3020000,855000,0.043356414,0.283,1,Efficient,1.291822762,0.210606505,0.794135447,CEPT,4430000,5070000,11113418.34,3218131.07,3218131.07,0.094877121,0.177786721,1.148344664,0.809899391,0.930043644,0.143989357,0.341082406
1133,120.06351,28.6103,Zhejiang,6522.5,OD,5.8072764,11078.3,411.6,30.08,192.3,0.926919339,0.876526819,2.140405616,10.92936803,8.26,249.42,7.1,24.63,2,37.66,4.65,4.14,0.05,0.48,1.258125393,3900000,230000,674000,770000,230000,0.112665263,0.298,0.222669523,Inefficient,0.280146181,0.135546206,0.168805484,Current,674000,770000,3900000,230000,230000,0.112665263,0.514720725,1.349131696,0.386662347,0.521658428,0.199023123,0.433908679
1134,120.09514,28.76712,Zhejiang,6404.73,Other,2.3855076,980,337.22,27.04,63.8,0.919814958,0.663920455,5.285579937,9.580113636,6.17,159.3,6.17,20.16,1.22,35.2,11.83,2.45,0.26,0.41,1.321813141,1360000,20000,86700,99100,20000,0.03237261,0.202,0.33317689,Inefficient,0.440397591,0.142670493,0.773095268,Current,86700,99100,1360000,20000,20000,0.03237261,0.418689801,1.349828491,0.49971349,0.674527506,0.209224942,0.845273658
1135,120.257059,28.811396,Zhejiang,6404.73,Other,2.6362288,184,91.24,25.37,25.53,0.721942131,0.559701493,3.573834704,4.255597015,8.54,60.67,6.92,8.97,1.41,21.44,9.44,0.84,0.19,0.35,5.313496281,1280000,3750,28200,32300,3750,0.008771661,0.116,0.221594119,Inefficient,1.177439527,0.078587479,0.888383473,CEPT,63700,72700,768494.3426,111039.6911,72700,0.037447719,0.24147026,3.665860936,0.178962297,0.656050895,0.043214072,0.133436935
1136,118.359492,29.007694,Zhejiang,6420.65,SBR,5.486834,3955.05,148.2,11.77,36.99,0.920580297,0.802583026,4.00648824,4.557195572,1.19,68.67,2.66,12.75,0.34,32.52,6.42,1.65,0.19,0.2,1.465953236,1530000,80800,124000,142000,80800,0.02701483,0.571,1,Efficient,1.465953236,0.210658194,0.871759892,CEPT,192000,219000,1031732.778,235907.5809,219000,0.054214331,0.167212345,1.22562739,1.056185827,1.294490278,0.176607309,0.693023289
1137,121.0331,29.14773,Zhejiang,6315.05,OD,18.71178,22679.76,239.71,24.41,95.79,0.89816862,0.705128205,2.502453283,6.829344729,4.6,155.43,5.31,29.62,1.2,35.1,10.35,3.14,0.18,0.3,1.393404552,7850000,456000,1080000,1230000,456000,0.059411458,0.371,0.729532847,Inefficient,1.01653439,0.236497631,0.748786243,Current,1080000,1230000,7850000,456000,456000,0.059411458,0.321270556,1.492199516,0.484184285,0.722499555,0.155554154,0.618065755
1138,119.464828,29.214691,Zhejiang,6382.54,OD,20.3102272,8422.34,160.72,36.25,61.25,0.774452464,0.509750813,2.624,8.706392199,6.19,140.67,6.29,14.47,0.68,18.46,9.05,1.7,0.21,0.32,2.570900619,9010000,171000,705000,806000,171000,0.031216444,0.212,0.51047659,Inefficient,1.312384581,0.16944613,0.81577364,Current,705000,806000,9010000,171000,171000,0.031216444,0.32716686,2.628479636,0.240069679,0.631018262,0.078542843,0.602555211
1139,119.328955,29.11863,Zhejiang,6382.54,AO,0.9747212,627.76,137.19,18.26,40.31,0.86689992,0.613392857,3.403373853,6.124553571,5.71,161.48,7.94,15.94,0.4,22.4,8.66,1.29,0.21,0.47,3.951904482,635000,12700,21300,24300,12700,0.025246002,0.524,0.261785436,Inefficient,1.034551038,0.132469279,0.809419952,CEPT,37200,42500,367088.1972,51774.34845,42500,0.059179598,0.311017779,2.615133099,0.367752079,0.961720635,0.114377435,0.482593767
1140,119.8511518,28.4131992,Zhejiang,6522.5,AO,10.72787,14598.15,255.72,26.46,79.38,0.896527452,0.880371449,3.221466364,4.65622724,5.59,151.48,4.78,24.31,0.32,54.92,6.57,1.19,0.05,0.68,2.96606473,10100000,303000,499000,570000,303000,0.054107188,0.531,0.212034526,Inefficient,0.628908129,0.16462547,0.67133161,CEPT,805000,920000,5594099.019,569557.2089,569557.2089,0.092734945,0.415833053,1.813805517,0.352138721,0.638711155,0.146430919,0.366698336
1141,119.21791,30.16292,Zhejiang,6893.89,Other,1.27062,31.38,104.01,14.31,43.69,0.862417075,0.505758157,2.380636301,4.990882917,8.41,110.04,7.49,15.28,0.33,20.84,10.3,2.97,0.24,0.45,5.016722408,790000,688,28300,32300,688,0.016511885,0.0213,0.202985393,Inefficient,1.01832137,0.091735319,0.820005146,CEPT,52500,60000,459513.8916,64913.79162,60000,0.064081244,0.298719809,3.330209684,0.23430515,0.780285281,0.06999159,0.084443652
1142,119.39298,30.18709,Zhejiang,6893.89,OD,2.3860868,1318.5,201.35,23.13,112.99,0.885125404,0.856707317,1.782016108,6.138719512,4.37,110.1,11.53,24.17,2.09,32.8,4.7,1.23,0.48,0.14,0.785545954,467000,28900,163000,187000,28900,0.058208021,0.155,1,Efficient,0.785545954,0.148766085,0.608727882,CEPT,255000,291000,351879.6479,121713.3593,121713.3593,0.114266489,0.143652485,0.806040204,1.296511672,1.045040533,0.186247124,0.386479174
1143,121.526581,28.733585,Zhejiang,6037.85,AO,4.6013096,1317.34,234.07,17.97,116.6,0.923228094,0.768635875,2.007461407,5.028356606,6.11,165.87,5.72,36.84,1.13,46.55,10.77,3.47,0.26,0.26,1.203146691,1660000,25300,321000,366000,25300,0.054470973,0.0691,1,Efficient,1.203146691,0.263979543,0.793654566,HRAS,538220.79,615109.47,1624034.196,74826.51039,74826.51039,0.09642877,0.267220896,1.236561296,0.708529894,0.876140644,0.189333993,0.490694889
1144,121.221689,28.843856,Zhejiang,6315.05,OD,16.9707772,12671.08,129.42,18.35,48.92,0.858213568,0.566699124,2.645543745,6.300876339,6.54,88.07,7.01,12.62,0.96,20.54,8.9,1.75,0.3,0.22,1.980732871,5210000,255000,453000,518000,255000,0.030194346,0.491,1,Efficient,1.980732871,0.230875082,0.869217823,CEPT,785000,897000,3432733.802,753336.4441,753336.4441,0.065606021,0.178524934,1.607319112,0.759643237,1.220989093,0.135615259,0.516234224
1145,121.1789,28.79435,Zhejiang,6315.05,SBR,4.6194096,7106.4,157.5,11.47,61.07,0.927174603,0.726654298,2.579007696,9.74025974,2.16,141.97,3.35,10.64,0.53,16.17,4.42,2.44,0.06,0.37,2.533725947,2390000,143000,172000,196000,143000,0.049353526,0.728,0.515481334,Inefficient,1.306088431,0.213133027,0.768437928,Current,172000,196000,2390000,143000,143000,0.049353526,0.396865016,2.717695107,0.259351139,0.704837321,0.102927394,0.520501553
1146,120.90772,28.89649,Zhejiang,6707.65,A2O,1.34302,322.16,137.76,13.6,83.33,0.901277584,0.740668456,1.653186127,3.360819712,6.58,31.85,7.48,26.15,2.31,40.99,10.63,1.37,0.35,0.38,3.06056701,706000,6870,65000,74300,6870,0.038731049,0.0926,0.767432619,Inefficient,2.348778956,0.295326667,0.868853532,CEPT,106000,121000,418435.7749,54411.5992,54411.5992,0.086446495,0.254819466,2.052347506,0.588998728,1.208830071,0.150088342,0.424029249
1147,121.597698,28.825657,Zhejiang,5852.16,A2O,0.80002,143.3,84.53,15.16,57.03,0.820655389,0.668837675,1.48220235,4.23496994,6.92,58.73,8.26,13.43,1.99,19.96,6.61,1.23,0.18,0.33,4.757099611,365000,2670,25300,28900,2670,0.025303799,0.0924,0.411037415,Inefficient,1.955345927,0.138057833,0.816715951,CEPT,43100,49300,222106.6885,30530.99485,30530.99485,0.066612223,0.228555347,3.29472895,0.302777726,0.99757054,0.069201468,0.037416052
1148,121.31626,28.69842,Zhejiang,6037.85,OD,0.618296,50.9,86.09,21.91,48.22,0.745498897,0.897311828,1.785358772,4.628494624,15.13,42.11,14.18,16.66,0.91,18.6,1.91,0.98,0.39,0.35,5.453412278,299000,978,12900,14700,978,0.016245181,0.0663,0.210265713,Inefficient,1.146665621,0.074737818,0.782637743,CEPT,28200,32200,179968.2458,23240.66798,23240.66798,0.060214941,0.237870408,3.706301157,0.208503403,0.772776405,0.04959679,-0.214089483
1149,119.05702,29.5953,Zhejiang,6602.66,OD,2.5331312,2943,415.93,23.19,165.4,0.944245426,0.821705426,2.514691657,6.083516162,3.54,232.65,6.81,60.91,0.51,68.37,12.19,6.56,0.31,0.31,0.789326272,1100000,61800,259000,295000,61800,0.091658084,0.209,0.450003236,Inefficient,0.355199377,0.157158327,0.416778698,HRAS,519080.69,593235.07,961775.1244,78947.59816,78947.59816,0.17086698,0.297352403,0.757122787,0.705061999,0.533818506,0.20965188,0.184996671
1150,121.85401,29.92709,Zhejiang,6006.02,OD,62.4295064,28179.91,185.3,22.7,102.56,0.877495953,0.669111654,1.80674727,7.550937245,1.81,148.06,6.17,17.34,0.3,24.54,8.12,3.6,0.14,0.25,1.537515375,21700000,538000,3970000,4530000,538000,0.05226225,0.119,1,Efficient,1.537515375,0.256237154,0.79603953,Current,3970000,4530000,21700000,538000,538000,0.05226225,0.257810099,1.585547963,0.500836601,0.794100452,0.129120733,0.595245093
1151,121.931399,29.203205,Zhejiang,5852.16,A2O,1.4981008,919,181.55,19.86,91.82,0.890608648,0.439440315,1.977238074,7.93834718,10.22,112.65,10.73,19.47,0.68,22.87,12.82,2.07,0.73,0.17,1.051394644,356000,17100,77100,88100,17100,0.045509699,0.194,1,Efficient,1.051394644,0.178261315,0.744702324,Current,77100,88100,356000,17100,17100,0.045509699,0.180251262,1.11479536,1.123570178,1.252550822,0.202524942,0.775288422
1152,121.935468,29.910629,Zhejiang,6006.02,A2O,5.915804,5911.28,191.55,13.69,80.59,0.92853041,0.651523864,2.376845763,11.01495112,4.38,141.1,4.73,12.02,0.37,17.39,6.06,2.42,0.25,0.47,2.642527831,3870000,113000,284000,325000,113000,0.048570305,0.348,0.301495634,Inefficient,0.796710604,0.155527745,0.687706493,Current,284000,325000,3870000,113000,113000,0.048570305,0.487293513,2.739758873,0.209246561,0.573285122,0.101964492,0.523654714
1153,121.6627,30.00515,Zhejiang,6006.02,A2O,4.8455148,891.11,114.26,24.22,30.67,0.788027306,0.473404255,3.725464623,5.525145068,7.08,80.54,7.31,12.5,2.22,20.68,10.89,1.65,0.24,0.29,3.22079076,1950000,17000,72100,82400,17000,0.013308585,0.207,0.728772711,Inefficient,2.347224414,0.213883322,0.937776425,CEPT,141000,161000,1213612.166,200612.0379,161000,0.045108784,0.211238192,2.346048335,0.477406331,1.120018327,0.10084645,0.552698347
1154,120.94646,30.1532099,Zhejiang,6208.57,SBR,4.1708192,10300.24,253.02,15.09,103.51,0.940360446,0.757310741,2.444401507,6.915004099,4.23,128.21,5.42,30.06,0.22,36.59,8.88,3.84,0.32,0.51,2.14348758,2980000,203000,261000,298000,203000,0.080517581,0.682,0.34701611,Inefficient,0.743824722,0.212204658,0.620566384,Current,261000,298000,2980000,203000,203000,0.080517581,0.552343662,2.32145447,0.245130421,0.569059111,0.135396234,0.405318907
1155,121.57117,29.88267,Zhejiang,6006.02,A2O,24.0043648,16177.73,212.44,16.43,73.92,0.922660516,0.651015228,2.873917749,8.986463621,2.13,158.22,5.51,19.7,0.21,23.64,8.25,2.92,0.16,0.3,1.530534156,10000000,309000,1090000,1240000,309000,0.042181459,0.249,0.704422381,Inefficient,1.078142514,0.22064342,0.808825212,Current,1090000,1240000,10000000,309000,309000,0.042181459,0.310828206,1.585777287,0.487399768,0.772907481,0.151497595,0.721570109
1156,121.72227,29.93862,Zhejiang,6006.02,A2O,41.3698668,29408.31,229.47,16.15,81.98,0.92962043,0.689770355,2.799097341,9.581210856,2.14,255.37,5,17.05,0.15,23.95,7.43,5.3,0.04,0.3,1.406337896,17300000,562000,2080000,2380000,562000,0.046221368,0.236,0.650897515,Inefficient,0.915381842,0.205101355,0.774641334,Current,2080000,2380000,17300000,562000,562000,0.046221368,0.312492834,1.464901716,0.484939721,0.710389029,0.151540188,0.694989374
1157,121.522681,29.563145,Zhejiang,6436.13,SBR,2.1683076,1236.3,165.35,13.5,48.97,0.918355005,0.802556818,3.376557076,11.74360795,5.99,44.36,5.08,7.17,0.46,14.08,2.78,1.92,0.13,0.35,2.304906157,1050000,25300,58800,67200,25300,0.028071732,0.377,0.514701113,Inefficient,1.186337764,0.188590274,0.851149632,Current,58800,67200,1050000,25300,25300,0.028071732,0.358924294,2.363676612,0.373089611,0.881863188,0.133910925,0.790370116
1158,121.69016,29.56318,Zhejiang,6015.72,OD,0.855768,1487,221.24,23.52,76.09,0.89369011,0.775870902,2.90760941,5.667008197,5.59,86.12,5.65,28.14,3.16,39.04,8.75,2.75,0.22,0.85,4.299008699,1010000,28500,38000,43500,28500,0.056241864,0.655,0.081504265,Inefficient,0.350387544,0.093382281,0.397724462,CEPT,61600,70400,545508.9294,35977.11876,35977.11876,0.082525098,0.491787354,2.487291896,0.272812668,0.678564738,0.13416582,0.384902221
1159,121.86073,29.71299,Zhejiang,6015.72,SBR,5.0545336,699.72,126.49,16.65,42.9,0.868369041,0.539502165,2.948484848,6.84469697,4.67,72.08,7.81,10.45,1.76,18.48,8.51,3.99,0.61,0.2,1.820830299,1400000,13400,122000,139000,13400,0.01938794,0.0962,1,Efficient,1.820830299,0.201918747,0.903981474,Current,122000,139000,1400000,13400,13400,0.01938794,0.202384897,1.84254276,0.699326416,1.288538824,0.141533104,0.863014801
1160,121.6986032,29.9715862,Zhejiang,6006.02,A2O,14.3205028,11937.57,175.18,21.07,83.28,0.879723713,0.561677231,2.103506244,8.541199415,3.04,92.08,2,17.04,0.3,20.51,8.99,3.52,0.27,0.3,1.946661476,5980000,228000,724000,828000,228000,0.048114146,0.275,0.739461368,Inefficient,1.439480958,0.233361546,0.793821446,Current,724000,828000,5980000,228000,228000,0.048114146,0.313752751,2.03590131,0.39881244,0.811942769,0.1251285,0.615482116
