Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,EUI (kWh/m3),Treatment process,Latitude,Longitude,annual_hdd,Current electricity consumption (kWh/a),Current heat consumption (kWh/a),Methane generation (m3/a),Current electricity recovery potential (kWh/a),Current heat recovery potential (kWh/a),Current effective heat recovery potential (kWh/a),Current energy self-sufficiency,Current recovered heat waste,COD_out_CEPT,TN_out_CEPT,C/N ratio_CEPT,BOD removed (kg/a),SS removed (kg/a),Sludge yield by CEPT (tonne/a),CEPT electricity recovery potential (kWh/a),CEPT heat recovery potential (kWh/a),COD_eff (mg/L),COD_removal (%),NHx_eff (mg/L),NHx_removal (%),C/N_ratio_HRAS,Sludge_VSS (g/a),Sludge_TSS (g/a),Sludge_COD (g/a),Electricity recovery potential (kWh/a)_HRAS,Heat recovery potential (kWh/a)_HRAS
2258,8.05088,1701.27,181.83,12.17,45.63,1.3,52.42,6.75,15.02,0.26,20.69,6.45,2.36,0.24,0.18,Other,31.778221,111.857655,6434.700000000001,2.01E+06,3.48E+04,6.47E+04,2.25E+05,2.57E+05,3.48E+04,1.27E-01,1.35E-01,4.55E+01,1.76E+01,2.58E+00,2.54E+05,4.66E+05,3.24E+03,3.47E+05,3.97E+05,71.52226094868678,60.66531323286214,13.889581887833609,7.526085966487288,5.149345856935819,695620336.2,818376866.1,1032536986.0179114,565401.11,646172.7
2265,9.174528,1965,155.46,17.27,53.63,4.81,159.5,6.96,23.05,1.2,28.36,11.73,2.43,0.3,0.34,Other,30.38857,112.909896,6163.389999999999,4.32E+06,3.85E+04,8.12E+04,2.82E+05,3.23E+05,3.85E+04,7.37E-02,1.19E-01,3.89E+01,2.41E+01,1.61E+00,3.40E+05,1.62E+06,4.78E+03,4.65E+05,5.32E+05,53.64605036510407,65.4920556,22.024065657020273,4.450908212493395,2.4357923373700143,795590708.1593057,935989068.4227126,1181099120.5407045,646751.42,739144.47
2274,22.5174136,32409.91,157.91,10.05,84.74,4.28,89.27,4.34,26.98,1.19,39.22,8.57,3.25,0.12,0.32,Other,31.686105,113.440254,6419.6900000000005,1.01E+07,6.62E+05,3.28E+05,1.14E+06,1.31E+06,6.62E+05,1.68E-01,5.07E-01,3.95E+01,3.33E+01,1.18E+00,1.32E+06,2.22E+06,9.98E+03,1.80E+06,2.06E+06,48.49065485382516,69.29222034461075,25.854579840017678,4.1713126759908175,1.875515098441917,2158522750.925585,2539438530.5006876,3204421375.992939,1754691.05,2005361.2
2277,1.0046224,143.7,109.04,12.27,43.72,4.81,143.15,12.12,17.36,1.87,21.03,8.01,1.46,0.47,0.33,Other,30.403156,113.446778,6130.33,4.59E+05,2.80E+03,7.08E+03,2.46E+04,2.82E+04,2.80E+03,5.95E-02,9.95E-02,2.73E+01,1.79E+01,1.52E+00,3.03E+04,1.59E+05,5.05E+02,4.15E+04,4.75E+04,38.16095605050465,65.00279158977929,16.70610042687005,3.7667026101955527,2.2842527624894835,64673444.24513077,76086404.99,96036171.89660412,52587.91,60100.46
2285,10.6267272,1246.8,68.13,17.17,24.78,4.48,36.46,9,17.48,0.33,24.13,9.89,1.4,0.29,0.15,Other,30.696252,114.301335,6012.98,2.21E+06,2.38E+04,3.91E+04,1.36E+05,1.55E+05,2.38E+04,7.16E-02,1.53E-01,1.70E+01,2.05E+01,8.30E-01,1.82E+05,4.28E+05,4.09E+03,2.49E+05,2.85E+05,29.15844315706437,57.20175670473452,17.19164470770742,1.6496298186074299,1.6960822337139128,384059014.80714166,451834135.06722546,570527632.1311808,312412.01,357042.3
2309,8.39116,2682.33,175.67,14.12,69.32,6.5,76.01,7.6,20.72,2,23.86,6,4.02,0.79,0.21,Other,30.86314,113.97537,6242.969999999999,2.45E+06,5.33E+04,9.55E+04,3.32E+05,3.80E+05,5.33E+04,1.54E-01,1.40E-01,4.39E+01,2.03E+01,2.17E+00,4.02E+05,7.05E+05,3.60E+03,5.50E+05,6.29E+05,52.687143020339285,70.00788807403696,19.41341276060496,6.305922970053279,2.713955741324147,889017013.8381935,1045902369.2214043,1319637888.632918,722613.08,825843.52
2316,7.319278,19290,416.13,16.71,166.44,3.34,197.77,7.85,28.44,1.36,49.32,9.78,5.01,0.14,0.28,Other,30.732843,111.316826,6394.78,2.91E+06,3.92E+05,2.16E+05,7.53E+05,8.60E+05,3.92E+05,3.47E-01,4.56E-01,1.04E+02,4.19E+01,2.48E+00,8.42E+05,1.60E+06,4.12E+03,1.15E+06,1.32E+06,85.52624322917158,79.44722965679676,24.100603973558268,15.258073229401312,3.5487178380677027,1835834399,2159805175.2520475,2723332535.173876,1491254.32,1704290.66
2362,0.4863108,53.76,176.53,18.03,65.26,13.99,100.34,9,21.15,4.92,32.06,15.25,2.37,0.9,0.37,Other,27.11093,110.01572,6335.52,2.49E+05,1.08E+03,4.52E+03,1.57E+04,1.80E+04,1.08E+03,6.72E-02,6.03E-02,4.41E+01,2.73E+01,1.62E+00,2.19E+04,5.39E+04,2.22E+02,3.00E+04,3.43E+04,55.620502247744604,68.49232297754229,19.875387054971235,6.0265387471809175,2.7984613378300374,50027269.658667356,58855611.36313807,74259797.62625635,40663.5,46472.58
2367,0.79278,807.7,254.18,23.09,135.91,7.76,134.07,5.01,40.39,2.56,52.55,12.9,4.24,0.39,0.58,Other,25.84404,113.825397,6934.160000000001,6.39E+05,1.78E+04,1.84E+04,6.41E+04,7.32E+04,1.78E+04,1.25E-01,2.43E-01,6.35E+01,4.47E+01,1.42E+00,7.44E+04,1.17E+05,3.91E+02,1.02E+05,1.16E+05,64.66536693275133,74.55922301803787,38.19183897617244,5.442339747035304,1.6931723809658783,124013082.23708488,145897743.80833516,184039534.09849668,100777.17,115173.91
2390,14.24832,9242.15,147.45,21.58,51.16,4.52,166.82,12.57,15.92,2.59,20.22,9.73,2.33,0.26,0.19,Other,28.2164826,113.3981436,5921.92,3.78E+06,1.74E+05,1.20E+05,4.19E+05,4.79E+05,1.74E+05,1.50E-01,3.64E-01,3.69E+01,1.72E+01,2.14E+00,5.04E+05,2.63E+06,7.54E+03,6.89E+05,7.88E+05,51.86766556762656,64.82355675305082,14.964606120907598,6.001217833494985,3.4660227705666338,1164244340.0110104,1369699223.5423653,1728389576.9352942,946439.11,1081644.7
2391,15.93524,21130.66,298.68,12.26,172.16,2.27,269.25,4.01,17.3,0.19,29.98,8.12,5.35,0.13,0.19,Other,28.26171,112.5659,5968.09,4.27E+06,4.01E+05,4.91E+05,1.71E+06,1.95E+06,4.01E+05,4.52E-01,2.06E-01,7.47E+01,2.55E+01,2.93E+00,1.90E+06,4.74E+06,1.02E+04,2.59E+06,2.97E+06,72.08206795,75.86645643,14.518784400358939,16.076390749370297,4.964745392001796,2884056060.881787,3393007130.4491606,4279059760.076245,2343146.23,2677881.41
2397,28.1548396,24249.92,300.26,25.32,106.9,6.89,353.49,8,17,2.31,28.68,7.76,4.91,0.44,0.22,Other,27.7433586,112.0179044,6344.77,8.66E+06,4.89E+05,5.10E+05,1.78E+06,2.03E+06,4.89E+05,2.48E-01,2.41E-01,7.51E+01,2.44E+01,3.08E+00,2.08E+06,1.10E+07,2.07E+04,2.85E+06,3.25E+06,80.12397364321856,73.31513566801486,14.347149361861193,15.605003753757686,5.584661567419859,4861222593.284195,5719085403.863759,7212795986.465778,3949614.33,4513844.95
2425,5.113612,3171.76,214.53,9.01,79.51,3.54,205.28,6.03,19.36,0.5,26.15,7.78,3.66,0.32,0.25,Other,27.319341,111.460742,6663.420000000001,1.78E+06,6.72E+04,7.04E+04,2.45E+05,2.80E+05,6.72E+04,1.69E-01,2.40E-01,5.36E+01,2.22E+01,2.41E+00,2.81E+05,1.16E+06,2.92E+03,3.85E+05,4.39E+05,62.95012848957546,70.65672470536734,17.674145201410422,8.707927678665174,3.5617071022225137,643500764.8074135,757059723.3028394,955045978.8220328,522968.25,597678
2430,8.7485264,2600,193.5,11.94,63,3.35,75.31,3.14,23.17,1,26.61,8.24,1.81,0.13,0.23,Other,27.01316,113.31786,5879.16,2.79E+06,4.86E+04,9.46E+04,3.29E+05,3.76E+05,4.86E+04,1.33E-01,1.29E-01,4.84E+01,2.26E+01,2.14E+00,3.81E+05,7.28E+05,3.74E+03,5.21E+05,5.96E+05,64.40892662,66.71373301108497,21.799598246463567,5.914552237964757,2.9545923688753906,929280127.1,1093270737.7431753,1379343901.6687815,755307.16,863208.18
2452,1.3637264,169.54,108.68,12.36,68.54,6.15,68.26,6,15.54,1.84,23.99,11.89,4.8,0.45,0.1,Other,28.13523,113.11149,5921.92,1.89E+05,3.19E+03,1.54E+04,5.36E+04,6.13E+04,3.19E+03,2.96E-01,5.21E-02,2.72E+01,2.04E+01,1.33E+00,6.46E+04,1.03E+05,5.73E+02,8.84E+04,1.01E+05,38.14523110937968,64.90133317134737,14.88866455446126,4.191347783389573,2.5620317369531835,87325516.44580506,102735901.70094714,129671934.13853674,71006.32,81150.08
2466,5.3385588,2196.8,179.85,16.89,59.81,7.54,109.08,8.42,28.08,1.38,32.64,8.69,2.7,0.15,0.3,Other,23.2452249,108.829286,4754.6900000000005,2.22E+06,3.32E+04,5.06E+04,1.76E+05,2.01E+05,3.32E+04,9.28E-02,1.65E-01,4.50E+01,2.77E+01,1.62E+00,2.21E+05,6.44E+05,2.48E+03,3.02E+05,3.45E+05,60.40507485305619,66.41363644533989,26.836171424965798,4.429588942429489,2.250882731985424,531693705.9985314,625522007.0570958,789255542.4298509,432184,493924.57
2493,25.074292,10884.54,118.36,12.71,56.18,2.95,188.82,4.76,10.49,0.16,18.82,9.36,2.76,0.18,0.19,Other,25.246,110.32726,5848,6.63E+06,2.02E+05,2.42E+05,8.42E+05,9.62E+05,2.02E+05,1.53E-01,2.11E-01,2.96E+01,1.60E+01,1.85E+00,9.73E+05,5.23E+06,1.39E+04,1.33E+06,1.52E+06,40.791250856419595,65.53628687358939,9.744655533,7.105285671051853,4.186012601249443,1743836797.6612797,2051572703.130917,2589120027.1217723,1417761.65,1620299.03
2529,0.78916,189,86.02,24.05,42.22,5.86,41.82,7.24,9.46,2.58,16.17,6.75,1.42,0.38,0.28,Other,22.73434,110.435232,4635.66,3.06E+05,2.79E+03,5.20E+03,1.81E+04,2.07E+04,2.79E+03,6.76E-02,1.35E-01,2.15E+01,1.37E+01,1.56E+00,2.30E+04,3.65E+04,3.08E+02,3.15E+04,3.60E+04,32.77304853261445,61.90066434246169,9.005290488345379,4.806654457237019,3.639310533627898,38843352.74453119,45698062.052389644,57687264.57729062,31588.64,36101.31
2543,8.0364,3728,182.05,22.32,105.03,4.91,172.42,6.77,24.59,1.47,35.08,5.88,2.7,0.17,0.25,Other,23.96918,109.65766,4904.65,2.79E+06,5.82E+04,1.46E+05,5.07E+05,5.80E+05,5.82E+04,1.98E-01,1.00E-01,4.55E+01,2.98E+01,1.53E+00,5.83E+05,1.53E+06,4.30E+03,7.98E+05,9.12E+05,53.14042268,70.80998479266157,23.20874193861211,5.6171535640011765,2.2896726942596795,891890754.8537865,1049283241.0044547,1323887510.1151054,724940.11,828502.98
2649,7.7336956,13363.66,213.56,31.1,96.81,4.89,245.04,4.04,37.33,0.44,45.62,5.19,21.83,0.17,0.35,Other,30.929,104.18661,6094.889999999999,3.79E+06,2.59E+05,1.29E+05,4.48E+05,5.12E+05,2.59E+05,1.75E-01,5.06E-01,5.34E+01,3.88E+01,1.38E+00,5.17E+05,2.09E+06,4.76E+03,7.08E+05,8.09E+05,58.355441938458235,72.67491948939023,35.60553619107806,4.6195119446073925,1.638942934,1014803553.4119183,1193886533.4257863,1506195652.2807012,824769.19,942593.36
2650,7.8231096,7262.07,198.8,14.41,69.84,3.99,166.29,6.1,31.8,1.03,36.27,10.67,3.44,0.17,0.3,Other,30.66821,103.89131,6236.919999999999,3.27E+06,1.44E+05,9.34E+04,3.25E+05,3.71E+05,1.44E+05,1.37E-01,3.88E-01,4.97E+01,3.08E+01,1.61E+00,3.77E+05,1.44E+06,4.13E+03,5.17E+05,5.91E+05,62.018638763751454,68.80350162789163,30.331004898265075,4.619481451996623,2.044727465238018,891800907.2701794,1049177537.9649168,1323711757.0336795,724843.87,828392.99
2651,3.990326,2396,128.04,19.2,60.15,6.99,70.99,2.23,19.67,0.54,26.2,8.84,2.19,0.17,0.32,Other,30.873677,103.803382,7318.710000000001,1.77E+06,5.58E+04,3.84E+04,1.34E+05,1.53E+05,5.58E+04,1.04E-01,3.65E-01,3.20E+01,2.23E+01,1.44E+00,1.66E+05,3.13E+05,1.69E+03,2.27E+05,2.59E+05,42.44513013154554,66.85010142803378,18.839023067229157,4.2245904055457295,2.2530430574916416,305520235.3979712,359435571.0564367,453623568.9310154,248397.18,283882.49
2667,8.8869552,7668,96.32,14.6,44.17,3.65,58.44,5.97,22.19,1.58,33.26,5.58,1.94,0.22,0.29,Other,30.634908,103.669272,6236.919999999999,3.59E+06,1.52E+05,6.53E+04,2.27E+05,2.59E+05,1.52E+05,1.01E-01,5.86E-01,2.41E+01,2.83E+01,8.52E-01,2.71E+05,5.74E+05,3.64E+03,3.71E+05,4.24E+05,34.927957680899155,63.737585464182764,21.650427486443522,2.4316021340985974,1.6132687311956957,502029761.3665777,590623248.6665621,745576773.7588814,408266.19,466589.93
2673,1.5872252,1267.88,254.77,21.13,107.88,5.97,171.89,6.53,13.02,0.32,22.58,8.34,4.87,0.3,0.55,Other,30.8420799,104.4726699,6094.889999999999,1.21E+06,2.46E+04,2.93E+04,1.02E+05,1.17E+05,2.46E+04,1.02E-01,2.11E-01,6.37E+01,1.92E+01,3.32E+00,1.18E+05,3.02E+05,8.49E+02,1.62E+05,1.85E+05,66.30063733575469,73.97627768742211,10.774507522365733,17.246486003335384,6.1534726481120146,243889751.25939393,286929119.12869877,361881601.12410825,198160.71,226469.38
2709,7.4621232,3549,125.32,17.89,93.46,4.11,118.64,5.41,17.66,0.79,22.1,6.95,1.84,0.29,0.22,Other,31.70748,104.71817,6015.63,2.28E+06,6.79E+04,1.21E+05,4.20E+05,4.80E+05,6.79E+04,2.08E-01,1.41E-01,3.13E+01,1.88E+01,1.67E+00,4.82E+05,9.79E+05,3.55E+03,6.60E+05,7.54E+05,41.91127532489304,66.55659486,16.854165707306088,4.563048089999505,2.486701273307464,557566398.0173156,655960468.2556654,827856594.8442928,453321.33,518081.52
2710,14.3463496,8687.6,198.43,25.7,90.55,11.36,124.82,13.1,18.74,2.64,30.11,10.84,2.07,0.59,0.13,Other,31.71259,104.72375,6015.63,2.61E+06,1.66E+05,2.06E+05,7.16E+05,8.19E+05,1.66E+05,3.18E-01,2.03E-01,4.96E+01,2.56E+01,1.94E+00,8.97E+05,1.98E+06,6.92E+03,1.23E+06,1.40E+06,56.331995799786675,71.61114962466024,17.173154853858275,8.360966628290948,3.280235709697256,1731946426.1628747,2037584030.7798526,2570570227.4093137,1407604.07,1608690.37
2714,4.49242,1979.4,125.74,11.52,58.32,5.08,132.09,4.92,14.91,0.25,22.26,6.12,1.64,0.21,0.33,Other,31.520961,104.733792,6015.63,2.06E+06,3.79E+04,4.33E+04,1.51E+05,1.72E+05,3.79E+04,9.01E-02,2.20E-01,3.14E+01,1.89E+01,1.66E+00,1.81E+05,6.56E+05,2.20E+03,2.48E+05,2.83E+05,42.13413193317289,66.49106733483944,14.09846159030181,5.442913545930185,2.988562380604458,335890899.7586257,395165764.4219126,498708134.7947259,273084.78,312096.89
2827,3.4841052,61.74,51.53,20.32,17.2,3.02,57.62,7.01,6.21,3.76,8.48,6.89,0.77,0.37,0.28,Other,26.58185,107.23194,6993.06,1.35E+06,1.37E+03,8.95E+03,3.11E+04,3.56E+04,1.37E+03,2.41E-02,3.86E-02,1.29E+01,7.21E+00,1.79E+00,4.14E+04,2.22E+05,1.42E+03,5.67E+04,6.48E+04,25.250607714164776,50.99823847435518,6.053798177,2.5153272580861477,4.171035600255147,84891759.88275851,99872658.68559824,126125075.50978826,69064.12,78930.42
2861,12.42384,12167.04,103.97,14.09,48.62,6.14,161.39,7.45,19.32,1.37,25.99,14.18,2.2,0.45,0.39,Other,26.560379,106.467315,7051.32,6.74E+06,2.73E+05,9.56E+04,3.33E+05,3.80E+05,2.73E+05,8.63E-02,7.18E-01,2.60E+01,2.21E+01,1.18E+00,4.17E+05,2.22E+06,6.50E+03,5.71E+05,6.53E+05,36.880365149131734,64.52787809066872,18.71244387029338,3.1447004643199765,1.970900509028675,760989998.1,895282350.7,1130081029.311978,618814.71,707216.81
2887,7.2659192,5029.62,100.84,14.69,31.37,2.18,64.8,5.01,8.65,0.2,11.14,8.05,1.5,0.18,0.26,Other,27.70897,106.91242,6819.28,2.63E+06,1.09E+05,3.84E+04,1.34E+05,1.53E+05,1.09E+05,8.86E-02,7.14E-01,2.52E+01,9.47E+00,2.66E+00,1.57E+05,5.20E+05,3.02E+03,2.16E+05,2.46E+05,42.99110856875774,57.36700855934378,8.144006205,5.849639252058733,5.278864908521721,360621933.0917406,424261097.75498897,535494292.4948695,293228.3,335118.06
2890,2.5022164,541.9,132.01,19.51,50.2,7.21,97.05,10.82,24.6,1.86,28.88,9.35,2.65,0.36,0.28,Other,27.70912,107.02259,6819.28,9.70E+05,1.18E+04,1.95E+04,6.78E+04,7.75E+04,1.18E+04,8.10E-02,1.52E-01,3.30E+01,2.45E+01,1.34E+00,8.68E+04,2.68E+05,1.13E+03,1.19E+05,1.36E+05,44.887508127920995,65.99688801763428,23.754556793570973,3.436761001744016,1.889637786888515,192636783.91993517,226631510.49404138,286017996.4313037,156618.98,178993.12
2897,11.106522,7672.69,290.09,10.2,156.15,0.78,153.55,4.77,37.95,0.26,49.32,5.49,4.49,0.09,0.68,Other,24.96176,102.45133,6897.4,1.05E+07,1.68E+05,3.13E+05,1.09E+06,1.24E+06,1.68E+05,1.18E-01,1.35E-01,7.25E+01,4.19E+01,1.73E+00,1.20E+06,1.89E+06,5.71E+03,1.64E+06,1.87E+06,69.80986381171817,75.93510158512248,35.30900368991187,6.959147062155821,1.977112252296814,1978699227.5910382,2327881444.2247515,2936148403.1151905,1607788.97,1837473.1
2930,11.0859604,15134.56,208.4,19.35,87.65,5.94,103.55,4.95,23.59,2.16,35.5,9.06,3.35,0.24,0.29,Other,25.0683295,102.7092944,6897.4,4.50E+06,3.32E+05,1.64E+05,5.71E+05,6.53E+05,3.32E+05,1.87E-01,5.09E-01,5.21E+01,3.02E+01,1.73E+00,6.71E+05,1.27E+06,5.09E+03,9.19E+05,1.05E+06,57.82214094785645,72.25425098471379,21.91619337431094,7.095407484904877,2.6383295657371164,1411898877.1529913,1661057502.532931,2095530504.4725556,1147479.75,1311405.42
3022,4.0899484,1730.9,263.75,17.53,143.28,4.92,115.59,7.24,48.02,1.38,52.32,11.57,4.75,0.4,0.3,Other,38.7343862,110.1542208,9191.89,1.70E+06,5.06E+04,1.03E+05,3.57E+05,4.08E+05,5.06E+04,2.32E-01,1.24E-01,6.59E+01,4.45E+01,1.48E+00,4.05E+05,5.23E+05,1.93E+03,5.54E+05,6.33E+05,65.96167411,74.99083446062468,45.709021107219066,4.812534137403035,1.4430778107318671,664615019.7827796,781900023.2738583,986293620.2,540078.97,617233.11
3050,27.2554144,6816,100.2,16.24,44.57,3.91,136.67,7,14.07,0.34,29.79,10.34,1.6,0.18,0.63,Other,34.28658,108.87466,7126.39,2.38E+07,1.55E+05,2.01E+05,6.99E+05,7.99E+05,1.55E+05,3.57E-02,1.94E-01,2.51E+01,2.53E+01,9.89E-01,8.39E+05,4.12E+06,1.35E+04,1.15E+06,1.31E+06,36.13932580560672,63.93280857723881,13.494364823108262,4.091223716359195,2.6781049926648173,1596380816.8705752,1878095078.6712651,2370644573.4312587,1298127.91,1483574.75
3093,3.0408,4067.4,205.44,19.07,96.75,2.87,161.85,6.2,25.58,0.82,30.26,10.52,3.61,0.34,0.54,Other,44.166965,80.464713,7991.789999999999,2.29E+06,1.03E+05,5.17E+04,1.80E+05,2.06E+05,1.03E+05,1.19E-01,5.03E-01,5.14E+01,2.57E+01,2.00E+00,2.03E+05,5.44E+05,1.59E+03,2.78E+05,3.18E+05,57.24770487525967,72.13410004124822,23.941247520099648,6.406381860439215,2.3911746798991116,382098310.65990156,449527424.3057665,567118991.1,310545.49,354909.14
3127,4.9735904,1472.55,96.19,13.58,43.94,1.15,89.82,2.82,13.22,0.32,16.72,11.88,2.19,0.33,0.27,Other,43.7934299,87.6271,8782.649999999998,1.86E+06,4.11E+04,3.86E+04,1.34E+05,1.53E+05,4.11E+04,9.22E-02,2.68E-01,2.40E+01,1.42E+01,1.69E+00,1.51E+05,4.94E+05,2.21E+03,2.07E+05,2.36E+05,35.17261129867894,63.434232977774265,12.679385800033158,4.089366111700778,2.773999612708918,278416062.5949967,327548308.9352902,413462530.5355262,226405.62,258749.28
3200,4.75668,949.71,215.55,25.43,55.62,3.24,266.12,11.36,6.07,1.31,13.36,3.9,3.89,0.23,0.32,Other,35.86166,104.195397,9728.88,2.11E+06,2.94E+04,4.52E+04,1.57E+05,1.80E+05,2.94E+04,8.73E-02,1.64E-01,5.39E+01,1.14E+01,4.75E+00,1.83E+05,1.40E+06,3.04E+03,2.50E+05,2.86E+05,82.32744111494222,61.80587282999666,4.584875165799051,24.466636477775108,17.956310289332425,480093913.7138373,564816369.0751028,712338709.4055259,390065.54,445789.19
3201,4.75668,949.71,215.55,25.43,55.62,3.24,266.12,11.36,6.07,1.31,13.36,3.9,3.89,0.23,0.32,Other,23.6641199,117.0039,4394.7,2.11E+06,1.33E+04,4.52E+04,1.57E+05,1.80E+05,1.33E+04,8.04E-02,7.40E-02,5.39E+01,1.14E+01,4.75E+00,1.83E+05,1.40E+06,3.04E+03,2.50E+05,2.86E+05,82.32744111494222,61.80587282999666,4.584875165799051,24.466636477775108,17.956310289332425,480093913.7138373,564816369.0751028,712338709.4055259,390065.54,445789.19
3208,5.100218,3171.76,214.53,9.01,79.51,3.54,205.28,6.03,19.36,0.5,26.15,7.78,3.66,0.32,0.25,Other,23.1125099,114.41552,4343.32,1.77E+06,4.38E+04,7.02E+04,2.44E+05,2.79E+05,4.38E+04,1.58E-01,1.57E-01,5.36E+01,2.22E+01,2.41E+00,2.80E+05,1.16E+06,2.92E+03,3.84E+05,4.38E+05,62.95012848957321,70.65672470536838,17.674145201410145,8.707927678666605,3.5617071022224422,641815253.8136021,755076769.2,952544442.5614172,521598.45,596112.51
3232,7.716392,3833.94,110.53,16.12,34.49,3.64,69.33,5.83,13.52,1.28,17.02,7.54,1.79,0.22,0.3,Other,35.86166,104.195397,9728.88,3.21E+06,1.19E+05,4.31E+04,1.50E+05,1.72E+05,1.19E+05,8.06E-02,6.92E-01,2.76E+01,1.45E+01,1.91E+00,1.84E+05,5.91E+05,3.25E+03,2.52E+05,2.88E+05,45.370544287717394,58.9518282,12.93401459200455,4.334211597599482,3.507847000247256,430440062.28294504,506400073.3,639158568,349993.24,399992.27
3236,8.05993,6139.74,183.32,21.01,65.3,4.07,155.06,10.81,16.57,2.11,21.13,7.73,2.36,0.28,0.21,Other,35.86166,104.195397,9728.88,2.36E+06,1.90E+05,8.94E+04,3.11E+05,3.56E+05,1.90E+05,1.96E-01,5.34E-01,4.58E+01,1.80E+01,2.55E+00,3.64E+05,1.38E+06,4.16E+03,4.98E+05,5.69E+05,58.826149220963984,67.91067574680123,15.243631802489164,8.004636074295936,3.859063901776881,842224585,990852452.9043142,1250114990.2520125,684543.43,782335.34
3237,8.05993,6139.74,183.32,21.01,65.3,4.07,155.06,10.81,16.57,2.11,21.13,7.73,2.36,0.28,0.21,Other,35.86166,104.195397,9728.88,2.36E+06,1.90E+05,8.94E+04,3.11E+05,3.56E+05,1.90E+05,1.96E-01,5.34E-01,4.58E+01,1.80E+01,2.55E+00,3.64E+05,1.38E+06,4.16E+03,4.98E+05,5.69E+05,58.826149220963984,67.91067574680123,15.243631802489164,8.004636074295936,3.859063901776881,842224585,990852452.9043142,1250114990.2520125,684543.43,782335.34
3238,8.05993,6139.74,183.32,21.01,65.3,4.07,155.06,10.81,16.57,2.11,21.13,7.73,2.36,0.28,0.21,Other,35.86166,104.195397,9728.88,2.36E+06,1.90E+05,8.94E+04,3.11E+05,3.56E+05,1.90E+05,1.96E-01,5.34E-01,4.58E+01,1.80E+01,2.55E+00,3.64E+05,1.38E+06,4.16E+03,4.98E+05,5.69E+05,58.826149220963984,67.91067574680123,15.243631802489164,8.004636074295936,3.859063901776881,842224585,990852452.9043142,1250114990.2520125,684543.43,782335.34
3239,8.05993,6139.74,183.32,21.01,65.3,4.07,155.06,10.81,16.57,2.11,21.13,7.73,2.36,0.28,0.21,Other,21.6096199,110.28625,3972.68,2.36E+06,7.76E+04,8.94E+04,3.11E+05,3.56E+05,7.76E+04,1.59E-01,2.18E-01,4.58E+01,1.80E+01,2.55E+00,3.64E+05,1.38E+06,4.16E+03,4.98E+05,5.69E+05,58.826149220963984,67.91067574680123,15.243631802489164,8.004636074295936,3.859063901776881,842224585,990852452.9043142,1250114990.2520125,684543.43,782335.34
3240,8.086356,6139.74,183.32,21.01,65.3,4.07,155.06,10.81,16.57,2.11,21.13,7.73,2.36,0.28,0.21,Other,22.96101,114.14858,4343.32,2.37E+06,8.48E+04,8.97E+04,3.12E+05,3.57E+05,8.48E+04,1.62E-01,2.38E-01,4.58E+01,1.80E+01,2.55E+00,3.65E+05,1.39E+06,4.17E+03,4.99E+05,5.71E+05,58.826149220963885,67.91067574680129,15.243631802489157,8.004636074295979,3.8590639017768766,844985977.0505311,994101149.4712131,1254213727.9249692,686787.83,784900.38
3241,8.086356,6139.74,183.32,21.01,65.3,4.07,155.06,10.81,16.57,2.11,21.13,7.73,2.36,0.28,0.21,Other,23.7361099,113.40979,4533.31,2.37E+06,8.85E+04,8.97E+04,3.12E+05,3.57E+05,8.85E+04,1.63E-01,2.48E-01,4.58E+01,1.80E+01,2.55E+00,3.65E+05,1.39E+06,4.17E+03,4.99E+05,5.71E+05,58.826149220963885,67.91067574680129,15.243631802489157,8.004636074295979,3.8590639017768766,844985977.0505311,994101149.4712131,1254213727.9249692,686787.83,784900.38
3301,14.217188,9242.15,147.45,21.58,51.16,4.52,166.82,12.57,15.92,2.59,20.22,9.73,2.33,0.26,0.19,Other,23.11995,113.62074,4167.370000000001,3.77E+06,1.23E+05,1.20E+05,4.18E+05,4.78E+05,1.23E+05,1.39E-01,2.56E-01,3.69E+01,1.72E+01,2.14E+00,5.02E+05,2.62E+06,7.52E+03,6.88E+05,7.86E+05,51.86766556762703,64.82355675305051,14.964606120907652,6.001217833,3.466022770566653,1161700513.4551387,1366706486.4178102,1724613115.9694967,944371.18,1079281.35
3304,15.432784,6658.12,95.32,11.77,31.27,3.33,54.66,2.58,15.48,1.1,20.01,5.71,1.81,0.44,0.16,Other,35.86166,104.195397,9728.88,3.44E+06,2.06E+05,7.81E+04,2.72E+05,3.11E+05,2.06E+05,1.31E-01,6.63E-01,2.38E+01,1.70E+01,1.40E+00,3.33E+05,9.32E+05,6.25E+03,4.56E+05,5.22E+05,39.61330974761737,58.44176484723314,15.004977061808097,3.0686236317306443,2.640011349863668,754870697.2,888083173.1556612,1121059130.3130643,613874.45,701570.81
3305,15.45921,6658.12,95.32,11.77,31.27,3.33,54.66,2.58,15.48,1.1,20.01,5.71,1.81,0.44,0.16,Other,35.86166,104.195397,9728.88,3.44E+06,2.06E+05,7.83E+04,2.72E+05,3.11E+05,2.06E+05,1.31E-01,6.62E-01,2.38E+01,1.70E+01,1.40E+00,3.34E+05,9.34E+05,6.26E+03,4.57E+05,5.22E+05,39.613309747617365,58.441764847233145,15.00497706,3.0686236317306212,2.6400113498636673,756163284,889603863.5,1122978752.111545,614925.61,702772.13
